book_name,book_image,author,page,release_date,short_description,price,programming_language,concept,tool
Mastering Ext JS,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/4/0/4005oscov.jpg,By Loiane Groner,358.0,Jul 2013,In this book you’ll learn to develop a complete application with ExtJS. Enhance your existing skills...,$29.99,JavaScript,Front End Web Development,Ext JS
Ext JS Application Development Blueprints,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/3/5308otcov.jpg,By Colin Ramsay,340.0,Apr 2015,Develop robust and maintainable projects that exceed client expectations using Ext JS,$35.99,JavaScript,Front End Web Development,Ext JS
Ext JS Essentials,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/6/6626ot.jpg,By Stuart Ashworth,216.0,Apr 2015,Get up and running with building interactive and rich web applications using Sencha's Ext JS 5,$35.99,JavaScript,Front End Web Development,Ext JS
jQuery UI Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/1/2186os.jpg,By Adam Boduch,290.0,Jul 2013,For jQuery UI developers this is the ultimate guide to maximizing the potential of your user interfa...,$29.99,JavaScript,Front End Web Development,jQuery UI
Mastering jQuery UI,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/0/2018_6652os_mastering20jquery20ui_cov.jpg,By Vijay Joshi,312.0,Feb 2015,Become an expert in creating real-world Rich Internet Applications using the varied components of jQ...,$29.99,JavaScript,Front End Web Development,jQuery UI
jQuery UI Themes Beginner's Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/4/0448os_jquery20ui20themes20beginners20guide_front20cover.jpg,By Adam Boduch,268.0,Jul 2011,With a working knowledge of JavaScript you can use the JQuery UI toolkit to create professional look...,$23.99,JavaScript,Front End Web Development,jQuery UI
Instant jQuery UI Starter,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/8/2/8232os.jpg,By Jesse Boyer,46.0,May 2013,Discover how you can create rich end-user experiences for your web applications with jQuery UI,$12.99,JavaScript,Front End Web Development,jQuery UI
jQuery UI 1.6: The User Interface Library for jQuery,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/1/5128_mockupcover.jpg,By Dan Wellman,440.0,Feb 2009,Build highly interactive web applications with ready-to-use widgets of the jQuery user interface lib...,$26.99,JavaScript,Front End Web Development,jQuery UI
Learning jQuery 3 - Fifth Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781785882982-original_41.jpeg,,448.0,May 2017,Create efficient and smart web applications with jQuery 3.0 using this step-by-step practical tutori...,$31.99,JavaScript,Front End Web Development,jQuery













































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































Test-Driven iOS Development with Swift,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781785880735.png,By Dr. Dominik Hauser,218.0,Feb 2016,Create fully-featured and highly functional iOS apps by writing tests first,$27.99,Swift,Test Driven Development,Xcode
Apple Watch App Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/i/6/i6362cov_.jpg,By Steven F. Daniel,358.0,Apr 2016,Build real-world applications for the Apple Watch platform using the WatchKit framework and Swift 2....,$35.99,Swift,Wearable Tech,WatchKit
Building Apple Watch Projects,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/3/7369ot_5086_building20apple20watch20projects.jpg,By Stuart Grimshaw,298.0,Feb 2016,Discover exciting and fun projects by building brilliant applications for the Apple Watch,$35.99,Swift,Wearable Tech,Xcode
